Subject,Topic,Subtopic,Question,Explanation,Option A,Option B,Option C,Option D,Correct Option
ENT,Nose & Sinuses,Nose And Paranasal Sinuses,At what age frontal sinuses appear on X ray?," Correct Options D: 4 years The frontal sinus appears as a
 triangle at the age of four and oversteps the supraorbital margin at the age of six.",1 year,2 years,3 years,4 years,
ENT,Nose & Sinuses,Nose And Paranasal Sinuses,"What is the most likely diagnosis for a 35-year-old male who presents to the Ear, Nose, and Throat (ENT) outpatient department with symptoms of a small amount of foul-smelling blood mixed with discharge, accompanied by hearing loss and a fever that is not returning to normal levels?"," Correct Option B: Lateral sinus thrombophlebitis
 Lateral sinus thrombophlebitis involves the clotting of blood in the lateral sinus, a
 vein in the brain that can be a complication of a middle ear infection. The symptoms of foul-smelling blo
 od mixed with discharge, hearing loss, and persistent fever align with the localized nature of this conditi
 on, making it the most likely diagnosis in this case. Lateral sinus thrombophlebitis often requires promp
 t medical intervention, including intravenous antibiotics and possible surgical drainage.",Meningitis,Lateral sinus thrombophlebitis,Brain Abscess,Extradural Abscess,
ENT,Nose & Sinuses,Nose And Paranasal Sinuses,"A female homemaker arrives with symptoms of nasal congestion, reduced sense of smell, and a dry discharge from the nose that is greenish and crusty. Upon examination, the nasal passages appear spacious, and the turbinates are found to be shriveled. Which surgical procedure would be suitable for this patient?"," Correct Option B: Young’s operation
 • The above case presents with a blocked nose, loss of smell, and dry, greenish crusty nasal discharge
 on examination, nasal cavities appear roomy and turbines are roomy, which suggests that the probable
 diagnosis is of atrophic rhinitis ang Young’s operation is performed for the treatment of the same. Both
 nostrils are entirely closed by raising flaps and open after 6 months or later.",Submucous resection,Young’s operation,Septoplasty,Vidian neurectomy,
ENT,Nose & Sinuses,Nose And Paranasal Sinuses,Rhinolalia clausa occurs in all except:,"• Rhinolalia clausa refers to abnormal nasal speech due to inadequate closure of the nasal cavity
 during speech. While cleft palate can cause other speech abnormalities, it is not specifically associated
 with rhinolalia clausa. Therefore, this option is correct.",Nasopharyngeal polyp,Nasopharyngeal carcinoma,Cleft palate,Nasopharyngeal angiofibroma,
ENT,Nose & Sinuses,Nose And Paranasal Sinuses,"What is the likely diagnosis for a 70-year-old man who has neck nodes and exhibits a dull tympanic membrane, along with symptoms of deafness and tinnitus in the left ear, and a type B curve on a tympanogram?","• In the above case, a 70-year-old male presents with neck nodes. Examination of the left ear reveals a
 dull tympanic membrane, deafness, and tinnitus. On a tympanogram, a type B curve is obtained. This is
 suggestive of nasopharyngeal carcinoma.",Chronic suppurative otitis media,Glomus tumor,Nasopharyngeal carcinoma,Sensorineural hearing loss,
ENT,Nose & Sinuses,Nose And Paranasal Sinuses,Young's operation is done for:,"Atrophic rhinitis: Young's operation, also known as Young's procedure or Young's modification, is a
 surgical procedure performed for atrophic rhinitis. It involves the transfer of a pedicle of nasal mucosa
 from the nasal septum to the lateral nasal wall to improve nasal airflow and alleviate symptoms",Atrophic rhinitis,Vasomotor rhinitis,Antrachoanal polyp,Allergic rhinitis,
ENT,Nose & Sinuses,Nose And Paranasal Sinuses,In which conditions can Mikulicz cells and Russell bodies be observed?,"Rhinoscleroma: Mikulicz cells and Russell bodies are characteristic findings seen in rhinoscleroma, a
 chronic infectious disease caused by the bacterium Klebsiella rhinoscleromatis.",Rhinoscleroma,Rhinosporidiosis,Rhinophyma,Rhinitis,
ENT,Nose & Sinuses,Nose And Paranasal Sinuses,"An elderly diabetic female patient presented with a black, foul-smelling discharge from the nose. On examination, a blackish necrotic mass filled the nasal cavity and eroded the septum and hard palate. What is the most probable diagnosis? (or) In what condition foul-smelling discharge from the nose and facial pain, blackish necrotic mass filled nasal cavity and eroded the septum and hard palate is seen?"," An elderly female diabetic patient with a black, foul-smelling nasal discharge, a black necrotic mass
 filling the nasal cavity, eroding the septum, and a hard palate is most likely suffering from
 mucormycosis.
 • A class of molds known as mucormycetes is the source of the severe fungal infection known as
 mucormycosis.
 • Mucormycosis is rapid growing disease involving the arteries and causing endothelial damage and
 thrombosis.
 • These molds are common in the environment and can infect the sinuses, lungs, or brain when they
 are inhaled into the body.
 • People who have weak immune systems are more likely to develop mucormycosis, such as those with
 uncontrolled diabetes.",Aspergillosis,Mucormycosis,Foreign body,Rhinosporidiosis,
ENT,Nose & Sinuses,Nose And Paranasal Sinuses,"A 35-year-old female presents with nasal obstruction and post-nasal drip. She has a history of FESS following failed conservative management 5 years ago. Post-surgical notes mentioned that uncinectomy and maxillary ostium dilation were done during the previous FESS. DNE currently shows patent ostia and mucosal edema of the maxillary sinus lining. What is the next best step in management? (or) What is the next best step in managing a patient with failed FESS, current DNE shows patent ostia and mucosal edema of the maxillary sinus lining?","• The given case scenario presents the patient affected with nasal obstruction and post-nasal drip
 which points towards an episode of acute rhinosinusitis.
 • Hence, it requires antihistamines and steroid irrigation.
 • Steroid irrigation reduces mucosal edema and the above-mentioned symptoms like nasal obstruction.
 • Antihistamines help in controlling allergic symptoms and mucosal edema",Repeat surgery,Macrolides for 4 months,Steroid irrigation and antihistamines,Biological therapy,
Pediatrics,Nutrition,Nutrition,"What is the likely diagnosis for a younger child of a laborer who presents at the Outpatient Department with a swollen abdomen and a tired-looking face, having predominantly consumed rice water in his diet, and is found to have low levels of serum protein and albumin?","The child in the scenario is presenting with symptoms of malnutrition. Kwashiorkor is a type of protein- energy malnutrition that can occur in children with inadequate protein intake. The disease is characteri zed by a swollen belly (due to ascites), a dull face, and edema (swelling) in the limbs. The child's diet, mainly consisting of rice water (rice milk), suggests inadequate protein intake, which can lead to the de velopment of Kwashiorkor. On investigations, the child is found to have low serum protein and low albumin levels, which are com monly seen in cases of Kwashiorkor. Low serum protein and albumin levels can lead to edema, as see n in Kwashiorkor. Incorrect Choices: b. Marasmus: Marasmus is a type of protein-energy malnutrition characterized by severe calorie deficie ncy, which leads to muscle wasting and weight loss. The child in the scenario does not have these sym ptoms. c. Indian childhood cirrhosis: Indian childhood cirrhosis is a liver disease that affects children in India a nd is characterized by liver damage leading to liver cirrhosis. The child in the scenario does not have s ymptoms consistent with liver disease. d. Kawasaki disease is an acute febrile illness that affects young children and causes inflammation in b lood vessels. The child in the scenario does not have symptoms consistent with Kawasaki disease.",Kwashiorkor,Marasmus,Indian childhood cirrhosis,Kawasaki disease,A
Pediatrics,Nutrition,Nutrition,Which of the following vitamins is deficient in breast milk?,"Correct Choice: Option D: Vitamin K: → Breast milk is an essential source of nutrients for newborns and infants, providing them with all the nutrients they need for healthy growth and development. → Breast milk is relatively low in vitamin K, which is essential for blood clotting. Newborns are particularly susceptible to vitamin K deficiency, which can lead to bleeding disorders such as hemorrhagic disease of the newborn. → As a result, it is common practice to administer a vitamin K injection to newborns shortly after birth to prevent deficiency. → Breast Milk contains adequate amounts of all vitamins except vitamin D, vitamin K, and vitamin B12 Incorrect Choices: Option A: Vitamin A: Breast milk is a good source of vitamin A. Vitamin A is important for vision and immune function. Option B: Vitamin C: Breast milk is a good source of vitamin C. Vitamin C is an antioxidant that helps with the absorption of iron. Option C: Vitamin E: Breast milk is a good source of vitamin E. Vitamin E is important for cell protection.",Vitamin A,Vitamin C,Vitamin E,Vitamin K,D
Pediatrics,Nutrition,Nutrition,Which fluid should be preferred for treating shock in a child suffering from severe acute malnutrition?,"→ It is important to recognize severe dehydration in malnourished children. → Severe dehydration with shock is treated with intravenous fluids. → Ideally, Ringer lactate with 5% dextrose should be used as rehydrating fluid. Incorrect Choices: → Option a. Normal Saline alone is not recommended in case of shock in a child with severe acute malnutrition; half normal saline (N/2) with 5% dextrose can be used. → Option b. Ideally, Ringer lactate with 5% dextrose should be used as rehydrating fluid. If unavailable, half-normal saline (N/2) with 5% dextrose or Ringer lactate alone can be used. But it is not the first choice of treatment. → Option c. Alone 10% dextrose is not recommended in case of shock with severe acute malnutrition. 5% dextrose should be used with either ringer lactate or half-normal saline.",Normal saline,Ringer lactate,10% dextrose,Ringer's lactate with 5% dextrose,D
Pediatrics,Nutrition,Nutrition,What can be used as a substitute for breast milk in low birth weight (LBW) infants?,"Correct Option D - Human donor milk: AlIMS protocols: Feeding of LBW infants → ""All LBW infants, irrespective of their initial feeding method should receive ONLY breast milk. This can be ensured even in those infants who are fed by paladai or gastric tube by giving expressed breast milk (mother's own milk or human donor milk)""",Cow's milk,Preterm formula,Term formula,Human donor milk,D
Pediatrics,Nutrition,Nutrition,Exclusive Breastfeeding should be continued for a minimum of how many months?,"Correct option: Option A. 6 months → Breastfeeding is exclusively recommended for the first 6 months of life. This phase is also called exclusive breastfeeding. Breast milk is the best food for infants. It ensures child health and higher survival rates. Incorrect options: Option B. 2 months: Breastfeeding should be continued for at least 6 months, not just 2 months, per WHO guidelines. Option C. 12 months: Breastfeeding can be continued beyond 6 months, alongside the introduction of complementary foods. Option D. 5 months: Breastfeeding for a minimum of 5 months is not in line with WHO guidelines.",6 months,2 months,12 months,5 months,A
Pediatrics,Nutrition,Nutrition,Which of the following is NOT considered a sign of sufficient breastfeeding in a 2-month-old baby?,"Correct option: Option A. Baby sleeps for 2- 3 hours after feeding → Baby sleeping for 2 - 3 hours after feeding is not a reliable sign of adequate breastfeeding as infants' sleeping patterns are always varying, and it cannot be used to determine the adequacy of breastfeeding. Incorrect options: Option B, Option C, and Option D are Incorrect as urinating 6-8 times per day, gaining weight, and having a normalGood skin tone, indicate adequate breastfeeding.",Baby sleeps for 2-3 hours after feeding,Urinates 6-8 times per day,Gains weight,Good skin tone,A
Pediatrics,Nutrition,Nutrition,What could be the likely diagnosis for a laborer's second child who presents to the outpatient department (OPD) with an enlarged abdomen and a lackluster facial appearance? The child's diet primarily consists of rice water (rice milk). Further investigations reveal low levels of serum protein and albumin.,"Correct Option A: → Kwashiorkor is a form of severe malnutrition that occurs due to a deficiency in protein intake, particularly essential amino acids. It is commonly seen in children, typically between the ages of 1 and 3 years, who consume a diet lacking in quality protein sources. In the given scenario, the child's symptoms of a swollen belly and dull face, along with low serum protein and low albumin levels, indicate a protein deficiency. These are characteristic features of Kwashiorkor, making it the most probable diagnosis. Incorrect choices : Option B. Marasmus: Marasmus is another form of severe malnutrition, but it is characterized by overal l energy deficiency (calorie deficiency) rather than a specific protein deficiency. Children with marasmus exhibit severe wasting, loss of muscle mass, and a generally emaciated appearance. Unlike the child in the given scenario, children with marasmus often have little or no edema (swelling). Option C. Indian childhood cirrhosis: Indian childhood cirrhosis is a liver disease that primarily affects in fants and young children in India. It is characterized by liver damage and fibrosis, leading to liver dysfu nction. While the child in the scenario does have low serum protein and low albumin levels, Indian child hood cirrhosis is not associated with a swollen belly and dull face as described. Option D. Kawasaki disease: Kawasaki disease is an acute febrile illness that primarily affects children under the age of 5. It involves inflammation of blood vessels throughout the body, leading to various sy mptoms such as high fever, rash, red eyes, swollen lymph nodes, and changes in the extremities. How ever, it is not associated with low serum protein and low albumin levels or a swollen belly.",Kwashiorkor,Marasmus,Indian childhood cirrhosis,Kawasaki disease,A
Pediatrics,Nutrition,Nutrition,What is the mid-arm circumference measurement for severe malnutrition?,"Correct option: Option D. → For severe malnutrition, the mid-upper arm circumference should be less than 11.5 cm. → The mid-arm ratio is used to assess the nutritional status, mostly in children aged 6 months to 5 years. → Mid Arm Circumference (MAC)/ Mid Upper Arm Circumference (MUAC) → It is the circumference of the middle point on the arm It is the circumference of the midpoint of the distance between the acromion process and the olecranon process While measuring MAC, the arm of the child should be hanging loosely by the side. Normal MAC: Term Neonate:9-11 cm By the end of 1"" year: 16 cm → It is the circumference of the midpoint of the distance between the acromion process and the olecranon process → While measuring MAC, the arm of the child should be hanging loosely by the side. → Normal MAC: Term Neonate:9-11 cm By the end of 1"" year: 16 cm → Term Neonate:9-11 cm → By the end of 1"" year: 16 cm → MAC less than 11.5 is severe malnutrition → MAC between 11.5 to 12.5 cm is moderate malnutrition → It is the circumference of the midpoint of the distance between the acromion process and the olecranon process → While measuring MAC, the arm of the child should be hanging loosely by the side. → Normal MAC: Term Neonate:9-11 cm By the end of 1"" year: 16 cm → Term Neonate:9-11 cm → By the end of 1"" year: 16 cm → Term Neonate:9-11 cm → By the end of 1"" year: 16 cm",14.5 cm,13.5 cm,2.5 cm,11.5 cm,D
Pediatrics,Nutrition,Nutrition,What is an absolute contraindication for breastfeeding among the options provided?,Correct Option B: Absolute contraindications for breastfeeding are recommended under two specific conditions. → If the mother is on radiotherapy or chemotherapeutics agents. → If the child suffers from galactosemia or lactose intolerance.,Alcoholic mother,Classic galactosemia for the infant,A mother with HIV infection,Infants born to an HbsAg-positive mother,B
Pediatrics,Nutrition,Nutrition,"To prevent what, is vitamin K supplementation administered to neonates?","Correct Option B: → Hemorrhagic disease is a bleeding problem that occurs in a baby during the first few days of life. Babies are normally born with low levels of vitamin K, an essential factor in blood clotting. A deficiency in vitamin K is the main cause of hemorrhagic disease in newborn babies. → All neonates should receive a single dose of Vit K 1 mg dosage intramuscularly at birth to prevent hemorrhagic disease of newborns.",Breast milk jaundice,Hemorrhagic disease of the newborn,Keratomalacia,Scurvy,B
Pediatrics,Nutrition,Nutrition,"What is the likely diagnosis for a child who has a swollen abdomen and a pale, unenergetic expression, and is exclusively fed rice water, showing signs of malnourishment with decreased serum protein and albumin levels?","Correct Option A: → Kwashiorkor is a condition developed due to abrupt weaning in breast milk from a diet that has low protein. → Kwashiorkor usually affects children aged 1-4 years. → The general appearance is a Fat sugar baby appearance. → The babies will have a protuberant abdomen. → They will have significant pedal edema around Fees and sparse thin. → They will not have complete alopecia, but the response here is the typical appearance. This type of appearance has been classically described in the literature as a fat sugar baby appearance. REASONS FOR EDEMA IN KWASHIORKOR → Hypoalbuminemia: Produces a fall in the oncotic pressure, which causes fluid extravasation into the extravascular space. → Reduced protein absorption",Kwashiorkor,Marasmus,Indian childhood cirrhosis,Kawasaki disease,A
Pediatrics,Nutrition,Nutrition,Which of the following statements is not accurate regarding colostrum?,"Correct Option D: → Colostrum is the milk secreted during the initial 1-3 days after delivery. → It is small in quantity, yellow and thick, and contains a large amount of antibodies and immunocompetent cells and vitamins A, D, E and K. → Its key functions is to pass on antibodies from the mother to the baby, providing passive immunity and protection against infections. → It is highly concentrated and provides essential nutrients and energy to newborns",It is the breastmilk that is seen in the initial 1-3 days,It is yellow in color,Contains large number of antibodies,Contains high amount of lactose and low amounts of protein,D
Pediatrics,Nutrition,Nutrition,"In your unit, a child has been diagnosed with severe acute malnutrition (SAM). As per the WHO criteria, the most accurate definition of SAM is:","Correct option is option D → Weight for height less than -3 SD. → When assessing and classifying malnutrition in children, the World Health Organization (WHO) uses two primary indicators: weight for age (WFA) and weight for height (WFH). These indicators are expressed as standard deviation (SD) scores, also known as Z-scores, which compare a child's measurements to the reference population. → In the case of severe acute malnutrition (SAM), the WHO focuses on the weight for height (WFH) indicator. A WFH Z-score of less than -3 SD is used to define SAM. This means that the child's weight is significantly low when compared to their height and the reference population, indicating severe malnutrition. Option A. Weight for age less than -2 SD: This criterion is used to define moderate acute malnutrition ( MAM), not severe acute malnutrition (SAM). MAM indicates that the child's weight is moderately low co mpared to their age and the reference population, but it does not meet the criteria for severe malnutritio n. Option B. Weight for height less than +2 SD: This option is incorrect because it suggests that a child's weight is higher than expected for their height, which is not indicative of severe acute malnutrition. A positive Z-score indicates a weight that is above the reference population's average, which would not cl assify as severe malnutrition. Option C. Weight for age less than +3 SD: This option is also incorrect. It does not align with the definiti on of severe acute malnutrition (SAM). A positive Z-score of +3 SD indicates a weight that is significant ly higher than the reference population's average, which is not consistent with severe malnutrition.",Weight for age less than – 2 SD,Weight for height less than + 2 SD,Weight for age less than + 3 SD,Weight for height less than – 3 SD,D
Pediatrics,Nutrition,Nutrition,Which vitamin deficiencies are associated with the presence of cardiac edema and neuropathy?,"Correct option is B. → Thiamine deficiency - Thiamine deficiency can lead to a condition called beriberi, which can manifest as two different types: wet beriberi and dry beriberi. Wet beriberi is characterized by cardiovascular symptoms, including cardiac edema (accumulation of fluid in the tissues) due to heart failure. The cardiac edema results from the impaired pumping function of the heart. Additionally, thiamine deficiency can also cause neuropathy, which refers to damage or dysfunction of nerves, leading to various neurological symptoms. Incorrect Option Option A. Biotin: Biotin deficiency is rare and typically does not cause cardiac edema or neuropathy. Bi otin is involved in various metabolic processes and is necessary for the metabolism of fats, carbohydra tes, and proteins. Option C. Pyridoxine: Pyridoxine, also known as vitamin B6, is important for the metabolism of amino a cids and the synthesis of neurotransmitters. While severe pyridoxine deficiency can lead to neurologica l symptoms, it is not primarily associated with cardiac edema. Option D Riboflavin -Also known as vitamin B2, plays a role in energy production and cellular growth. Riboflavin deficiency can lead to a condition called aribofl avinosis, which primarily affects the mucous membranes and skin, causing symptoms like angular cheil itis (cracked corners of the mouth) and dermatitis. It is not typically associated with cardiac edema or n europathy.",Biotin,Thiamine,Pyridoxine,Riboflavin,B
Pediatrics,Nutrition,Nutrition,Pellagra like rash is seen in?,"Correct option: C → Hartnup disease is a metabolic disorder characterized by impaired transport of certain amino acids, including tryptophan. Tryptophan is a precursor for niacin (vitamin B3) synthesis. Deficiency of niacin can lead to pellagra-like symptoms, including a rash, gastrointestinal disturbances, and neurological abnormalities. Incorrect options: Option A. Gaucher disease: Gaucher disease is a lysosomal storage disorder characterized by the acc umulation of glucocerebroside in various organs, but it does not cause a pellagra-like rash. Option B. Alkaptonuria: Alkaptonuria is a disorder of phenylalanine and tyrosine metabolism, leading to the accumulation of homogentisic acid. It does not cause a pellagra-like rash. Option D. Phenylketonuria: Phenylketonuria (PKU) is a genetic disorder characterized by the inability to metabolize phenylalanine properly. It does not cause a pellagra-like rash.",Gaucher disease,Alkaptonuria,Hartnup disease,Phenylketonuria,C
Pediatrics,Nutrition,Nutrition,"During an eye camp, doctors aim to raise awareness about the factors contributing to blindness. Vitamin A deficiency is a major preventable cause of childhood blindness. A mother visits the doctor for a regular eye examination of her 18-month-old child. The doctor observes a thinning of the cornea and discovers from past medical records that the child also suffers from iron-deficiency anemia. The child weighs 10kg. Considering the diagnosis of keratomalacia, what should be the appropriate dosage of vitamin A to administer in this case?","Correct option C → Keratomalacia is a severe condition of the cornea caused by vitamin A deficiency. In cases of keratomalacia, a high dose of vitamin A is required to correct the deficiency and prevent further damage. The recommended dose of vitamin A for the treatment of keratomalacia in children is 2,00,000 IU. This dose is appropriate for a child weighing 10 kg. Incorrect options: Option A: 50,000 IU: This is a lower dose and may not be sufficient for the treatment of keratomalacia. Option B: 1,00,000 IU: This is a lower dose and may not be sufficient for the treatment of keratomalacia. Option D: 5,00,000 IU: This is a higher dose and is not necessary for the treatment of keratomalacia in this case.","50,000 IU","1,00,000 IU","2,00,000 IU","5,00,000 IU",C
Pediatrics,Nutrition,Nutrition,What is the recommended daily dose of iodine for children?,Correct option B → The recommended daily dose of iodine in a child is 90-120 mg. Iodine is an essential nutrient required for the synthesis of thyroid hormones. Adequate iodine intake is important for normal thyroid function and proper growth and development. Incorrect options: Option A: 120-200 mg: This is a higher range and may exceed the recommended daily dose of iodine for a child. Option C: 30-60 mg: This is a lower range and may not provide sufficient iodine intake for a child's needs. Option D: 500 mg: This is a significantly higher dose and may exceed the safe upper limit of iodine intake for a child.,120-200 mg,90-120 mg,30-60 mg,500 mg,B
Pediatrics,Nutrition,Nutrition,Which of the following criteria is not indicative of severe acute malnutrition?,"Correct Option D: Weight for age less than -3 SD is not a criteria for severe acute malnutrition. Severe acute malnutrition is typically diagnosed using anthropometric measurements such as weight-for-height (option A), mid-u pper arm circumference (MUAC) (option B), and the presence of bilateral pedal edema (option C).",Weight for height less than -3 SD,MUAC< 115 mm,B/L Pedal Edema,Weight for age less than -3 SD,D
Pediatrics,Nutrition,Nutrition,What is the amount of milk given to a term baby in first 24 hours after delivery?,"Correct Option C - 60ml/kg: → In the first 24 hours after delivery, a term baby is typically given around 60ml of milk per kilogram of body weight. This amount accounts for the newborn's small stomach size and the gradual increase in milk intake as the baby's digestive system continues to develop.",40ml/kg,50ml/kg,60ml/kg,80ml/kg,C
Pediatrics,Nutrition,Nutrition,A child presented to the clinic with complaints of malnutrition and severe dehydration. What would be the choice of IV fluid for this patient?,"Correct Option C - RL in 5% Dextrose: → Ringer's Lactate (RL) with 5% Dextrose is often used as an initial intravenous fluid in children who present with severe dehydration and malnutrition. This solution provides hydration and electrolyte replacement, as well as a source of energy from the dextrose.",ORS,NS,RL in 5% Dextrose,DNS,C
Pediatrics,Nutrition,Nutrition,"A child presents to the OPD with fatigue, bone pains, and swollen and bleeding gums. Physical examination reveals petechiae on her skin. Which of the following can be given to treat her condition?",Correct Option D - Vitamin C: → The above-given clinical history is diagnostic of scurvy caused by a deficiency of vitamin C. → This occurs due to improper collagen synthesis leading to fragile blood vessels resulting in bleeding. → Management includes vitamin C supplementation of 100-200 mg daily.,Vitamin A,Vitamin D,Vitamin E,Vitamin C,D
Pediatrics,Nutrition,Nutrition,A child with diarrhea was eager to drink and the skin pinch went back slowly. The child is classified into which of the following categories as per IMNCI?,"Correct Option B - Yellow: → In the above clinical scenario, the child with diarrhea is eager to drink and the skin pinch goes back slowly indicating some dehydration. → According to IMNCI, some dehydration is categorized under yellow. Assessment of Dehydration in a Child with Diarrhea Parameters No Dehydration Some Dehydration Severe Dehydration Sensorium Well alert Restless, irritable Lethargic, floppy Eyes Normal Sunken Very sunken Tears Present Absent Mucosa Moist Dry Very dry Thirst Drinks normally, not thirsty Thirsty, drinks eagerly Drinks poorly/not able to drink Skin pinch Goes back quickly Goes back slowly (<2 sec) Goes back very slowly (>2 sec)",Pink,Yellow,Green,,B
Pediatrics,General Pediatrics,"Obs, Pedia, Geriat",The recommended amount of space per student in a classroom should be,"At least 10 sq. ft. per student is recommended to provide sufficient space for activities and prevent overcrowding, based on guidelines from organizations such as ASHRAE and the National Clearinghouse for Educational Facilities.",>5 sq. ft.,>10 sq. ft.,>15 sq. ft.,>20 sq. ft.,B
Pediatrics,General Pediatrics,"Obs, Pedia, Geriat",School health service should include all the following except,"While having a doctor on school premises can be beneficial, it is not typically mandatory. Other services such as support for handicapped children, dental, eye health, and health records are standard components of school health.",Education of handicapped children,Doctor on premises,Dental and eye health services,School health records,B
Pediatrics,General Pediatrics,"Obs, Pedia, Geriat",What is the name of the pregnancy test kit introduced by the Indian government?,NISHCHAY is a home-based pregnancy test under the RMNCH+A strategy.,NISHCHAY,NIKSHAY,NIKUSTH,AXSHYA,A
Pediatrics,General Pediatrics,"Obs, Pedia, Geriat","According to WHO, what is the minimum number of antenatal visits?",WHO recommends at least 8 antenatal visits to ensure proper monitoring and care for both mother and child during pregnancy.,8,4,12,14,A
Pediatrics,General Pediatrics,"Obs, Pedia, Geriat",Arrange the most frequent causes of death among children aged 1-4 years based on verbal autopsy.,"Pneumonia, diarrhea, injuries, and malaria are common causes of death in young children, and the order reflects their relative frequency.",2>1>3>4,4>1>2>3,1>2>4>3,2>1>4>3,D
Pediatrics,General Pediatrics,"Obs, Pedia, Geriat",What does the standardized age mortality ratio indicate?,The standardized age mortality ratio adjusts death rates to a standard age distribution for more accurate comparisons between populations.,Death rate adjusted to standard age distribution,Death rate adjusted to sex distribution,Removal of bias due to age differences,Elimination of age structure differences,A
Pediatrics,General Pediatrics,"Obs, Pedia, Geriat",Causes of neonatal mortality in descending order (2010-2013 verbal autopsy),"Prematurity and low birth weight are the leading causes of neonatal deaths, followed by birth asphyxia, sepsis, and congenital anomalies.",1>2>4>3,1>4>2>3,4>1>2>3,1>2>3>4,A
Pediatrics,General Pediatrics,"Obs, Pedia, Geriat",Nutrient supplementation higher in lactating vs pregnant women,Lactating women need more calcium due to the demand for milk production.,Vitamin A,Calcium,Iron,Folic acid,B
Pediatrics,General Pediatrics,"Obs, Pedia, Geriat",Effect of a new drug reducing mortality but not curing disease,"A drug that reduces mortality but does not cure the disease will increase prevalence, as more people live longer with the condition.",Decrease in incidence,Decrease in prevalence,Increase in incidence,Increase in prevalence,D
Pediatrics,General Pediatrics,"Obs, Pedia, Geriat","Relationship between prevalence, incidence, and a new drug reducing mortality",The introduction of a new drug that reduces mortality increases disease prevalence as it keeps patients alive longer without curing them.,Decrease in incidence,Decrease in prevalence,Increase in incidence,Increase in prevalence,D
Pediatrics,General Pediatrics,"Obs, Pedia, Geriat",Vitamin A dosage for a 2-year-old diagnosed with keratomalacia,"The recommended dose for keratomalacia is 2,00,000 IU of vitamin A immediately, followed by the same dose after 24 hours and 2 weeks later.","2,00,000 IU immediately, followed by same dose after 24 hours","1,00,000 IU immediately, followed by same dose after 1 week","1,00,000 IU immediately, followed by same dose after 24 hours and after a week","2,00,000 IU immediately, followed by same dose 24 hours later and after 2 weeks",D
Pediatrics,General Pediatrics,"Obs, Pedia, Geriat",Minimum standards for healthful school environments in India,The sanitation standards recommend 1 urinal for every 10 students and 1 latrine for every 25 students.,Desks to be 'Minus type',Combined doors + windows area = 25% of floor space area,Maximum 40 students per classroom,One urinal for 10 students and one latrine for 25 students,D
Pediatrics,General Pediatrics,"Obs, Pedia, Geriat",Most effective indicator of overall health of a society,"Infant Mortality Rate (IMR) is a widely used indicator of the overall health status of a population, reflecting healthcare, sanitation, and maternal health.",Under 5 mortality rate,Infant Mortality Rate,Child death rate,Maternal mortality rate,B
Pediatrics,General Pediatrics,"Obs, Pedia, Geriat",Tests typically conducted at subcentres for pregnant women,Haemoglobin testing is commonly done at subcentres as part of routine prenatal care to check for anemia.,USG,Haemoglobin,OGTT,Triple test,B
Pediatrics,General Pediatrics,"Obs, Pedia, Geriat",Most common cause of LBW in India,Premature birth is the most common cause of low birth weight (LBW) in India.,Smoking during pregnancy,Maternal tetanus,Intra-uterine growth retardation,Premature birth,D
Pediatrics,General Pediatrics,"Obs, Pedia, Geriat",Additional energy requirement during pregnancy,The additional energy requirement during pregnancy is 350 kcal per day to meet the increased metabolic needs.,+300 kcal,+600 kcal,+350 kcal,+520 kcal,C
Ophthalmology,Ocular Disorders,Ocular Adenexia,Internal hordeolum is due to inflammation of,Internal hordeolum is an inflammatory condition caused by infection or blockage of the Meibomian glands.,Zeis glands,Meibomian glands,Lacrimal glands,Moll glands,B
Ophthalmology,Ocular Disorders,Ocular Adenexia,"What is the definition of chronic granulomatous inflammation in the upper eyelid, characterized by painless swelling?","A chalazion is a painless, chronic granulomatous inflammation of the Meibomian glands.",Internal hordeolum,External hordeolum,Chalazion,Trachoma,C
Ophthalmology,Ocular Disorders,Ocular Adenexia,What is the recommended course of treatment for mild congenital ptosis?,LPS resection involves surgically shortening the levator palpebrae superioris muscle to improve the function and appearance of the eyelid.,LPS resection,Antibodies and hot compresses,Tarsal fracture,Wedge resection of conjunctiva,A
Ophthalmology,Ocular Disorders,Ocular Adenexia,What is the appropriate treatment for ptosis resulting from Horner's syndrome?,"The Fasanella-Servat operation involves removing part of the tarsal plate, effectively treating ptosis caused by Horner’s syndrome.",Levator resection,Frontalis sling,Fasanella-Servat operation,None of the above,C
Ophthalmology,Ocular Disorders,Ocular Adenexia,"What is the most frequently observed eye manifestation in a 45-year-old patient with progressive weakness, and antibodies against nicotinic acetylcholine receptors?","Ptosis, or drooping of the eyelid, is commonly seen in myasthenia gravis, which is associated with antibodies against nicotinic acetylcholine receptors.",Diplopia,Lagophthalmos,Exophthalmos,Ptosis,D
Ophthalmology,Ocular Disorders,Ocular Adenexia,"In a case of long-standing, uncontrolled diabetes, what is the most common characteristic of third nerve palsy?","Ptosis, or drooping eyelid, is a common feature of third nerve palsy in uncontrolled diabetes.",Proptosis,Pseudoptosis,Ptosis,Pupillary dysfunction,C
Ophthalmology,Ocular Disorders,Ocular Adenexia,What are the yoke muscles for Levodepression?,RSO (Right Superior Oblique) and LIR (Left Inferior Rectus) are yoke muscles that work together to achieve leftward and downward eye movement.,LSO and RIR,RSO and LIR,RIO and LIR,LIO and RIR,B
